epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,872.409,0.69707,0.37352,0.97109,0.99962,1,0.995,0.95993,0.30552,0.22128,0.83029,0.0098614,0.0098614,0.0098614
44,892.245,0.69958,0.36625,0.97345,0.99969,1,0.995,0.9676,0.27202,0.19182,0.81957,0.0098581,0.0098581,0.0098581
45,912.175,0.69013,0.37073,0.96568,0.9997,1,0.995,0.95644,0.31542,0.23474,0.82998,0.0098548,0.0098548,0.0098548
46,931.746,0.67425,0.36299,0.96356,0.99967,1,0.995,0.97113,0.28963,0.20998,0.82068,0.0098515,0.0098515,0.0098515
47,951.288,0.68732,0.3615,0.97862,0.99971,1,0.995,0.95752,0.30048,0.20489,0.82857,0.0098482,0.0098482,0.0098482
48,970.522,0.67335,0.35635,0.96648,0.99955,1,0.995,0.96409,0.28895,0.20861,0.81752,0.0098449,0.0098449,0.0098449
49,989.682,0.67287,0.36167,0.96616,0.99972,1,0.995,0.96596,0.28136,0.20072,0.82055,0.0098416,0.0098416,0.0098416
50,1008.77,0.68554,0.35693,0.96495,0.9997,1,0.995,0.96445,0.29687,0.20448,0.82703,0.0098383,0.0098383,0.0098383
51,1028.27,0.68533,0.36179,0.96848,0.99971,1,0.995,0.96908,0.28749,0.20077,0.82159,0.009835,0.009835,0.009835
52,1047.69,0.6652,0.35185,0.95974,0.99971,1,0.995,0.9734,0.25464,0.19241,0.81547,0.0098317,0.0098317,0.0098317
53,1067.27,0.67,0.35461,0.9596,0.99971,1,0.995,0.97691,0.26018,0.19111,0.81572,0.0098284,0.0098284,0.0098284
54,1086.96,0.6568,0.34928,0.95844,0.9997,1,0.995,0.97518,0.28467,0.19022,0.82098,0.0098251,0.0098251,0.0098251
55,1106.62,0.66442,0.34863,0.96445,0.99972,1,0.995,0.98397,0.24819,0.19408,0.81612,0.0098218,0.0098218,0.0098218
56,1126.64,0.65358,0.34033,0.95715,0.99957,1,0.995,0.97172,0.28362,0.20158,0.82308,0.0098185,0.0098185,0.0098185
57,1146.5,0.66007,0.34762,0.96016,0.99965,1,0.995,0.95206,0.30898,0.20171,0.82434,0.0098152,0.0098152,0.0098152
58,1166.57,0.66862,0.34632,0.96162,0.99963,1,0.995,0.97746,0.26701,0.18916,0.81681,0.0098119,0.0098119,0.0098119
59,1186.55,0.66621,0.34488,0.96748,0.99969,1,0.995,0.97826,0.25517,0.19064,0.81262,0.0098086,0.0098086,0.0098086
60,1206.32,0.64829,0.34607,0.94799,0.99967,1,0.995,0.97605,0.23696,0.18079,0.81072,0.0098053,0.0098053,0.0098053
61,1225.75,0.65155,0.34476,0.95429,0.99945,1,0.995,0.96123,0.28292,0.19899,0.82143,0.009802,0.009802,0.009802
62,1245.56,0.66381,0.35183,0.96585,0.99968,1,0.995,0.96771,0.27636,0.19384,0.8206,0.0097987,0.0097987,0.0097987
63,1265.02,0.63603,0.34051,0.9522,0.99971,1,0.995,0.98667,0.241,0.17537,0.81229,0.0097954,0.0097954,0.0097954
64,1284.29,0.64754,0.33913,0.95552,0.99954,1,0.995,0.97779,0.25244,0.18695,0.8125,0.0097921,0.0097921,0.0097921
65,1304.04,0.66007,0.342,0.95908,0.99966,1,0.995,0.95393,0.32652,0.20622,0.83235,0.0097888,0.0097888,0.0097888
66,1323,0.64893,0.33915,0.95518,0.99971,1,0.995,0.98423,0.24737,0.17516,0.81151,0.0097855,0.0097855,0.0097855
67,1342,0.64402,0.34007,0.95414,0.99971,1,0.995,0.98211,0.25229,0.175,0.81439,0.0097822,0.0097822,0.0097822
68,1361.39,0.64071,0.34108,0.9545,0.99972,1,0.995,0.97321,0.26565,0.19455,0.8168,0.0097789,0.0097789,0.0097789
69,1380.87,0.6387,0.33808,0.95982,0.99965,1,0.995,0.97262,0.26012,0.18332,0.8151,0.0097756,0.0097756,0.0097756
70,1400.59,0.63275,0.33157,0.94886,0.9997,1,0.995,0.98829,0.22963,0.17044,0.80832,0.0097723,0.0097723,0.0097723
71,1420.69,0.62884,0.33226,0.94791,0.99971,1,0.995,0.9725,0.28065,0.18286,0.82028,0.009769,0.009769,0.009769
72,1440.21,0.6397,0.33828,0.95166,0.9997,1,0.995,0.97895,0.25611,0.19238,0.81365,0.0097657,0.0097657,0.0097657
73,1459.82,0.62953,0.32896,0.94992,0.99971,1,0.995,0.99014,0.22871,0.17529,0.81116,0.0097624,0.0097624,0.0097624
74,1479.1,0.64369,0.33522,0.95371,0.99971,1,0.995,0.97942,0.26435,0.1857,0.81488,0.0097591,0.0097591,0.0097591
75,1498.77,0.64333,0.33642,0.95641,1,1,0.995,0.97719,0.24824,0.1846,0.8131,0.0097558,0.0097558,0.0097558
76,1518.6,0.63097,0.339,0.94705,0.99971,1,0.995,0.98678,0.24382,0.17688,0.81062,0.0097525,0.0097525,0.0097525
77,1538.4,0.63401,0.33611,0.94991,0.99965,1,0.995,0.97621,0.26273,0.17818,0.816,0.0097492,0.0097492,0.0097492
78,1558.06,0.62428,0.32426,0.94456,0.99968,1,0.995,0.98243,0.21973,0.16997,0.80713,0.0097459,0.0097459,0.0097459
79,1577.9,0.63222,0.3351,0.95783,0.99972,1,0.995,0.98243,0.25595,0.1753,0.81133,0.0097426,0.0097426,0.0097426
80,1597.6,0.63281,0.33064,0.94993,0.99971,1,0.995,0.98565,0.22755,0.17076,0.80772,0.0097393,0.0097393,0.0097393
81,1617.32,0.62444,0.33044,0.94512,1,1,0.995,0.98307,0.2429,0.17239,0.81102,0.009736,0.009736,0.009736
82,1636.93,0.62076,0.3271,0.94211,0.9995,1,0.995,0.98133,0.24257,0.17115,0.80814,0.0097327,0.0097327,0.0097327
83,1656.44,0.60583,0.32363,0.93833,0.99971,1,0.995,0.98657,0.23165,0.17645,0.81068,0.0097294,0.0097294,0.0097294
84,1676,0.63416,0.33635,0.95291,0.99972,1,0.995,0.97406,0.26206,0.1789,0.81272,0.0097261,0.0097261,0.0097261
85,1695.58,0.62571,0.32438,0.95065,0.99937,1,0.995,0.98659,0.22918,0.16851,0.81034,0.0097228,0.0097228,0.0097228
86,1715.53,0.60843,0.3241,0.94076,0.99971,1,0.995,0.98105,0.22859,0.16583,0.80705,0.0097195,0.0097195,0.0097195
87,1735.43,0.63231,0.33627,0.94985,0.9997,1,0.995,0.97572,0.25087,0.1752,0.81313,0.0097162,0.0097162,0.0097162
88,1756.41,0.62367,0.32974,0.95293,0.99973,1,0.995,0.98538,0.23559,0.17295,0.81328,0.0097129,0.0097129,0.0097129
89,1778.6,0.60972,0.32625,0.93858,0.99971,1,0.995,0.98483,0.24727,0.17323,0.8153,0.0097096,0.0097096,0.0097096
90,1799.97,0.60741,0.31542,0.94104,0.99969,1,0.995,0.98906,0.23458,0.16895,0.80986,0.0097063,0.0097063,0.0097063
91,1819.9,0.6018,0.31611,0.93169,0.9997,1,0.995,0.98696,0.23522,0.165,0.80874,0.009703,0.009703,0.009703
92,1839.33,0.61394,0.32301,0.93872,0.99971,1,0.995,0.98132,0.2425,0.17039,0.80993,0.0096997,0.0096997,0.0096997
93,1859.4,0.60322,0.31942,0.93313,0.99971,1,0.995,0.9856,0.21975,0.15869,0.80416,0.0096964,0.0096964,0.0096964
94,1879.22,0.59049,0.3132,0.9329,0.99972,1,0.995,0.99054,0.22348,0.16057,0.80612,0.0096931,0.0096931,0.0096931
95,1899.18,0.60399,0.31962,0.94659,0.99971,1,0.995,0.98824,0.21999,0.15994,0.8085,0.0096898,0.0096898,0.0096898
96,1918.77,0.61241,0.31751,0.94119,0.99972,1,0.995,0.9923,0.21415,0.15836,0.8072,0.0096865,0.0096865,0.0096865
97,1938.31,0.60478,0.32268,0.93953,0.99972,1,0.995,0.9887,0.21606,0.1518,0.80673,0.0096832,0.0096832,0.0096832
98,1957.72,0.59273,0.31573,0.92577,0.99963,1,0.995,0.98677,0.23129,0.16717,0.81513,0.0096799,0.0096799,0.0096799
99,1977.31,0.61106,0.3204,0.943,1,1,0.995,0.99129,0.21724,0.15863,0.809,0.0096766,0.0096766,0.0096766
100,1997.14,0.60819,0.32022,0.93815,0.99963,1,0.995,0.98938,0.2257,0.15991,0.80516,0.0096733,0.0096733,0.0096733
101,2016.73,0.60222,0.31349,0.94133,0.99972,1,0.995,0.97996,0.26769,0.17242,0.81591,0.00967,0.00967,0.00967
102,2036.32,0.60862,0.32071,0.94075,0.99966,1,0.995,0.98247,0.23973,0.16596,0.80966,0.0096667,0.0096667,0.0096667
103,2055.83,0.58258,0.30758,0.92067,0.99913,1,0.995,0.98607,0.23456,0.16486,0.81121,0.0096634,0.0096634,0.0096634
104,2075.41,0.59568,0.31664,0.93291,0.99971,1,0.995,0.99001,0.20919,0.15815,0.80525,0.0096601,0.0096601,0.0096601
105,2094.97,0.5903,0.30896,0.93037,1,1,0.995,0.98814,0.21677,0.15663,0.80886,0.0096568,0.0096568,0.0096568
106,2114.53,0.59191,0.30945,0.93449,0.99971,1,0.995,0.98699,0.22927,0.1607,0.8107,0.0096535,0.0096535,0.0096535
107,2134.33,0.60356,0.31834,0.93824,0.99972,1,0.995,0.98578,0.22391,0.16292,0.80607,0.0096502,0.0096502,0.0096502
108,2153.85,0.60397,0.31449,0.93946,0.9997,1,0.995,0.99018,0.21794,0.15589,0.80863,0.0096469,0.0096469,0.0096469
109,2173.72,0.6049,0.31694,0.94168,0.99972,1,0.995,0.99075,0.19847,0.15554,0.80422,0.0096436,0.0096436,0.0096436
110,2193.16,0.60836,0.31501,0.94086,0.99972,1,0.995,0.99133,0.21741,0.1512,0.80948,0.0096403,0.0096403,0.0096403
111,2213.11,0.58599,0.30641,0.92642,0.99972,1,0.995,0.98934,0.22181,0.1555,0.8074,0.009637,0.009637,0.009637
112,2232.9,0.59213,0.31066,0.94355,0.99972,1,0.995,0.99129,0.22063,0.15993,0.80726,0.0096337,0.0096337,0.0096337
113,2252.46,0.59307,0.31654,0.93273,0.99971,1,0.995,0.98384,0.22041,0.16516,0.80647,0.0096304,0.0096304,0.0096304
114,2272.29,0.59699,0.31199,0.94765,0.99971,1,0.995,0.99334,0.20474,0.15315,0.80525,0.0096271,0.0096271,0.0096271
115,2291.85,0.59754,0.31218,0.93356,0.99972,1,0.995,0.99307,0.20031,0.14747,0.80059,0.0096238,0.0096238,0.0096238
116,2311.88,0.5803,0.30325,0.92405,1,1,0.995,0.99191,0.21408,0.1552,0.80519,0.0096205,0.0096205,0.0096205
117,2331.63,0.59275,0.31221,0.93554,0.99972,1,0.995,0.98853,0.21544,0.15593,0.80807,0.0096172,0.0096172,0.0096172
118,2351.48,0.58722,0.30778,0.93345,0.99972,1,0.995,0.99282,0.20142,0.14977,0.80557,0.0096139,0.0096139,0.0096139
119,2371.29,0.58057,0.30459,0.93358,0.99971,1,0.995,0.98843,0.22164,0.15496,0.80819,0.0096106,0.0096106,0.0096106
120,2390.92,0.58506,0.31121,0.93031,0.99972,1,0.995,0.98694,0.22052,0.16545,0.80604,0.0096073,0.0096073,0.0096073
121,2410.64,0.59868,0.31544,0.93835,0.99972,1,0.995,0.99165,0.22768,0.16731,0.80794,0.009604,0.009604,0.009604
122,2430.31,0.58502,0.30934,0.92665,0.99972,1,0.995,0.98925,0.21336,0.16071,0.80778,0.0096007,0.0096007,0.0096007
123,2450.01,0.58245,0.30938,0.93669,0.99936,1,0.995,0.98999,0.20919,0.15371,0.80458,0.0095974,0.0095974,0.0095974
124,2469.34,0.60485,0.30822,0.94385,0.99972,1,0.995,0.98909,0.2086,0.15848,0.80454,0.0095941,0.0095941,0.0095941
125,2489.54,0.58981,0.31141,0.93846,0.99972,1,0.995,0.99013,0.20442,0.151,0.80322,0.0095908,0.0095908,0.0095908
126,2509.09,0.57287,0.30026,0.9271,0.99972,1,0.995,0.9938,0.19683,0.15232,0.80676,0.0095875,0.0095875,0.0095875
127,2528.73,0.58564,0.30987,0.94077,0.99968,1,0.995,0.992,0.19882,0.14327,0.80149,0.0095842,0.0095842,0.0095842
128,2548.64,0.57113,0.29888,0.92286,0.99972,1,0.995,0.99059,0.20585,0.14548,0.80172,0.0095809,0.0095809,0.0095809
129,2568.4,0.56344,0.29633,0.92777,0.99972,1,0.995,0.99146,0.20088,0.14949,0.80226,0.0095776,0.0095776,0.0095776
130,2588.15,0.58222,0.30455,0.9258,0.99972,1,0.995,0.99333,0.18724,0.14029,0.80034,0.0095743,0.0095743,0.0095743
131,2607.52,0.57944,0.30084,0.93226,0.99972,1,0.995,0.99045,0.21197,0.14699,0.80528,0.009571,0.009571,0.009571
132,2627.19,0.58293,0.30347,0.92917,0.99957,1,0.995,0.98673,0.20561,0.15136,0.8049,0.0095677,0.0095677,0.0095677
133,2646.42,0.57848,0.30542,0.92459,0.99969,1,0.995,0.99154,0.20854,0.14546,0.80397,0.0095644,0.0095644,0.0095644
134,2665.98,0.56243,0.29553,0.92233,0.99972,1,0.995,0.99321,0.19155,0.1448,0.80341,0.0095611,0.0095611,0.0095611
135,2685.29,0.58193,0.30485,0.93002,0.99972,1,0.995,0.99369,0.18541,0.13984,0.79962,0.0095578,0.0095578,0.0095578
136,2704.69,0.57743,0.30302,0.92561,0.99972,1,0.995,0.99339,0.18991,0.13862,0.79995,0.0095545,0.0095545,0.0095545
137,2727.47,0.57464,0.30115,0.92413,0.99972,1,0.995,0.99257,0.1881,0.13826,0.80205,0.0095512,0.0095512,0.0095512
138,2747.83,0.57152,0.29982,0.92914,0.99972,1,0.995,0.99091,0.18965,0.14885,0.80237,0.0095479,0.0095479,0.0095479
139,2768.45,0.56939,0.29799,0.91912,0.99972,1,0.995,0.99056,0.19344,0.14049,0.79949,0.0095446,0.0095446,0.0095446
140,2788.57,0.55739,0.29707,0.91876,0.99972,1,0.995,0.99368,0.20023,0.14057,0.80406,0.0095413,0.0095413,0.0095413
141,2808.74,0.57614,0.30499,0.9293,0.99972,1,0.995,0.99487,0.18237,0.13669,0.80046,0.009538,0.009538,0.009538
142,2828.96,0.59215,0.30947,0.944,0.99972,1,0.995,0.99198,0.19867,0.14734,0.80592,0.0095347,0.0095347,0.0095347
143,2849,0.57453,0.29921,0.93338,0.99972,1,0.995,0.99374,0.20105,0.14605,0.80434,0.0095314,0.0095314,0.0095314
144,2868.69,0.57415,0.30159,0.92889,0.99972,1,0.995,0.99316,0.1995,0.13999,0.80208,0.0095281,0.0095281,0.0095281
145,2888.21,0.56089,0.29428,0.92026,0.99973,1,0.995,0.99252,0.19263,0.14747,0.80206,0.0095248,0.0095248,0.0095248
146,2907.5,0.56876,0.29904,0.92625,0.99956,1,0.995,0.99307,0.20076,0.1496,0.80298,0.0095215,0.0095215,0.0095215
147,2926.53,0.55984,0.29371,0.92108,0.99972,1,0.995,0.99311,0.19009,0.14052,0.80183,0.0095182,0.0095182,0.0095182
148,2945.72,0.5674,0.29842,0.92121,0.99971,1,0.995,0.99395,0.18364,0.13354,0.79967,0.0095149,0.0095149,0.0095149
149,2965.23,0.56806,0.29693,0.92384,0.9997,1,0.995,0.99251,0.19131,0.13628,0.80171,0.0095116,0.0095116,0.0095116
150,2984.66,0.57045,0.30501,0.92741,0.99972,1,0.995,0.99339,0.20241,0.14425,0.80191,0.0095083,0.0095083,0.0095083
151,3004.91,0.57886,0.29933,0.92832,1,1,0.995,0.99353,0.19652,0.14212,0.80075,0.009505,0.009505,0.009505
152,3025.05,0.56088,0.29219,0.92645,1,1,0.995,0.99366,0.18379,0.13829,0.80151,0.0095017,0.0095017,0.0095017
153,3045.13,0.55459,0.2949,0.92112,0.99973,1,0.995,0.99455,0.19264,0.13939,0.80155,0.0094984,0.0094984,0.0094984
154,3065.25,0.55112,0.2919,0.91121,0.99972,1,0.995,0.99393,0.1883,0.14538,0.79841,0.0094951,0.0094951,0.0094951
155,3085.41,0.57216,0.30384,0.92911,0.99964,1,0.995,0.9898,0.21384,0.1491,0.80573,0.0094918,0.0094918,0.0094918
156,3106.14,0.55541,0.29482,0.91941,0.99972,1,0.995,0.9935,0.19016,0.13637,0.8014,0.0094885,0.0094885,0.0094885
157,3125.87,0.5583,0.29398,0.92315,0.99972,1,0.995,0.99443,0.18749,0.13918,0.79955,0.0094852,0.0094852,0.0094852
158,3145.11,0.56483,0.29385,0.92665,0.99972,1,0.995,0.9912,0.18796,0.1343,0.79955,0.0094819,0.0094819,0.0094819
159,3164.77,0.55486,0.29071,0.92112,0.99972,1,0.995,0.99271,0.18877,0.14104,0.79985,0.0094786,0.0094786,0.0094786
160,3184.17,0.56148,0.2929,0.92215,0.99969,1,0.995,0.99381,0.19062,0.13771,0.80005,0.0094753,0.0094753,0.0094753
161,3203.69,0.54887,0.28626,0.91658,0.99972,1,0.995,0.99452,0.18147,0.13131,0.79881,0.009472,0.009472,0.009472
162,3223.68,0.55725,0.29099,0.92049,0.99972,1,0.995,0.99378,0.18598,0.13179,0.79981,0.0094687,0.0094687,0.0094687
163,3243.7,0.54647,0.28413,0.91719,0.99972,1,0.995,0.99344,0.18612,0.13348,0.80012,0.0094654,0.0094654,0.0094654
164,3263.17,0.57316,0.30133,0.93391,0.99972,1,0.995,0.99058,0.18608,0.13347,0.80046,0.0094621,0.0094621,0.0094621
165,3283.15,0.56528,0.29203,0.92139,0.99971,1,0.995,0.99483,0.1953,0.1471,0.80608,0.0094588,0.0094588,0.0094588
166,3303.4,0.55616,0.29344,0.91812,0.99973,1,0.995,0.99395,0.19163,0.14477,0.8063,0.0094555,0.0094555,0.0094555
167,3323.56,0.55243,0.28987,0.91912,0.99972,1,0.995,0.99491,0.18307,0.13389,0.79916,0.0094522,0.0094522,0.0094522
168,3343.79,0.55355,0.28985,0.9264,0.99972,1,0.995,0.99309,0.18366,0.1373,0.8001,0.0094489,0.0094489,0.0094489
169,3363.89,0.57162,0.29568,0.93124,0.99972,1,0.995,0.99486,0.18787,0.13036,0.80017,0.0094456,0.0094456,0.0094456
170,3384.05,0.54647,0.28672,0.90977,0.99972,1,0.995,0.99349,0.18186,0.13044,0.79642,0.0094423,0.0094423,0.0094423
171,3404.35,0.54791,0.28978,0.91898,0.99972,1,0.995,0.9919,0.18311,0.132,0.79821,0.009439,0.009439,0.009439
172,3424.48,0.55173,0.29134,0.91967,0.9997,1,0.995,0.99183,0.17919,0.12998,0.79872,0.0094357,0.0094357,0.0094357
173,3444.58,0.5694,0.29668,0.93219,0.99972,1,0.995,0.9942,0.17872,0.13329,0.79831,0.0094324,0.0094324,0.0094324
174,3464.86,0.55599,0.2919,0.92011,0.99971,1,0.995,0.99419,0.17757,0.13741,0.80038,0.0094291,0.0094291,0.0094291
175,3484.94,0.55447,0.29488,0.9183,1,1,0.995,0.99485,0.18616,0.13274,0.79956,0.0094258,0.0094258,0.0094258
176,3505.24,0.55107,0.29028,0.92062,0.99972,1,0.995,0.99409,0.18266,0.13871,0.80011,0.0094225,0.0094225,0.0094225
177,3525.25,0.54446,0.28997,0.92153,0.99972,1,0.995,0.99387,0.18171,0.13718,0.79988,0.0094192,0.0094192,0.0094192
178,3545.51,0.55806,0.29155,0.92454,0.99972,1,0.995,0.99334,0.18316,0.12943,0.80042,0.0094159,0.0094159,0.0094159
179,3566.2,0.56049,0.28989,0.92081,0.99972,1,0.995,0.99424,0.1769,0.12656,0.79866,0.0094126,0.0094126,0.0094126
180,3586.62,0.55039,0.28716,0.91493,0.99972,1,0.995,0.9947,0.17569,0.12569,0.79832,0.0094093,0.0094093,0.0094093
181,3606.91,0.54923,0.28906,0.92024,0.99972,1,0.995,0.99258,0.17388,0.12675,0.79806,0.009406,0.009406,0.009406
182,3627.34,0.55657,0.29183,0.92341,0.99972,1,0.995,0.99486,0.17501,0.13403,0.79909,0.0094027,0.0094027,0.0094027
183,3647.62,0.5516,0.28706,0.917,0.99972,1,0.995,0.99426,0.16952,0.1218,0.7969,0.0093994,0.0093994,0.0093994
184,3668.09,0.54249,0.28523,0.91699,1,1,0.995,0.99366,0.17213,0.12349,0.79726,0.0093961,0.0093961,0.0093961
185,3688.42,0.54767,0.29111,0.92579,0.99972,1,0.995,0.99364,0.17717,0.12536,0.79757,0.0093928,0.0093928,0.0093928
186,3708.82,0.54447,0.28416,0.91427,0.99972,1,0.995,0.99353,0.17555,0.12364,0.79732,0.0093895,0.0093895,0.0093895
187,3729.16,0.53762,0.28111,0.91431,0.99972,1,0.995,0.99318,0.17932,0.12516,0.80023,0.0093862,0.0093862,0.0093862
188,3749.42,0.55505,0.29111,0.91919,1,1,0.995,0.99366,0.18077,0.12995,0.79957,0.0093829,0.0093829,0.0093829
189,3770.04,0.5436,0.28797,0.91345,0.99972,1,0.995,0.99378,0.17819,0.12885,0.79845,0.0093796,0.0093796,0.0093796
190,3790.18,0.54418,0.28442,0.91768,0.99972,1,0.995,0.99452,0.17196,0.12731,0.79751,0.0093763,0.0093763,0.0093763
191,3810.97,0.55721,0.29312,0.92223,0.9996,1,0.995,0.99354,0.17104,0.12807,0.79795,0.009373,0.009373,0.009373
192,3831.32,0.53579,0.28378,0.91799,0.99972,1,0.995,0.99381,0.17283,0.12651,0.79712,0.0093697,0.0093697,0.0093697
193,3851.77,0.54577,0.2854,0.9233,0.99972,1,0.995,0.99442,0.16989,0.12555,0.79803,0.0093664,0.0093664,0.0093664
194,3872.09,0.5468,0.28676,0.91897,0.99972,1,0.995,0.99369,0.17686,0.12796,0.7976,0.0093631,0.0093631,0.0093631
195,3892.56,0.53703,0.28356,0.91294,1,1,0.995,0.99428,0.17448,0.12711,0.79776,0.0093598,0.0093598,0.0093598
